date,time,park,land,attraction,wait_time,is_open
2026-08-02,08:12,Disney Adventure World,Toon Studio,Les Tapis Volants - Flying Carpets Over Agrabah®,0,False
2026-08-02,08:12,Disney Adventure World,Toon Studio,Ratatouille : L’Aventure Totalement Toquée de Rémy​,0,False
2026-08-02,08:12,Disney Adventure World,Toon Studio,Ratatouille: The Adventure Single Rider,0,False
2026-08-02,08:12,Disney Adventure World,Toon Studio,RC Racer,0,False
2026-08-02,08:12,Disney Adventure World,Toon Studio,RC Racer Single Rider,0,False
2026-08-02,08:12,Disney Adventure World,Toon Studio,Slinky® Dog Zigzag Spin,0,False
2026-08-02,08:12,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop,0,False
2026-08-02,08:12,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop Single Rider,0,False
2026-08-02,08:12,Disney Adventure World,World of Frozen,Entry to World of Frozen,0,False
2026-08-02,08:12,Disney Adventure World,World of Frozen,Frozen Ever After,0,False
2026-08-02,08:12,Disney Adventure World,World of Frozen,Raiponce Tangled Spin,0,False
2026-08-02,08:17,Disneyland Park,Adventureland,Adventure Isle,0,False
2026-08-02,08:17,Disneyland Park,Adventureland,Indiana Jones and the Temple of Peril Single Rider,0,False
2026-08-02,08:17,Disneyland Park,Adventureland,Indiana Jones™ and the Temple of Peril,0,False
2026-08-02,08:17,Disneyland Park,Adventureland,La Cabane des Robinson,0,False
2026-08-02,08:17,Disneyland Park,Adventureland,Le Passage Enchanté d'Aladdin,0,False
2026-08-02,08:17,Disneyland Park,Adventureland,Pirate Galleon,0,False
2026-08-02,08:17,Disneyland Park,Adventureland,Pirates of the Caribbean,0,False
2026-08-02,08:17,Disneyland Park,Adventureland,Pirates' Beach,0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,"Autopia, presented by Avis",0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,Buzz Lightyear Laser Blast,0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,Disneyland Railroad Discoveryland Station,0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,Les Mystères du Nautilus,0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,Mickey’s PhilharMagic,0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,Orbitron®,0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,Star Tours: The Adventures Continue*,0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain,0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain Single Rider,0,False
2026-08-02,08:17,Disneyland Park,Discoveryland,Welcome to Starport: A Star Wars Encounter,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,"""it's a small world""",0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Alice's Curious Labyrinth,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Blanche-Neige et les Sept Nains®,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Casey Jr. – le Petit Train du Cirque,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Disneyland Railroad Fantasyland Station,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Dumbo the Flying Elephant,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,La Tanière du Dragon,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Le Carrousel de Lancelot,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,"Le Pays des Contes de Fées, presented by Vittel",0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Les Voyages de Pinocchio,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Mad Hatter's Tea Cups,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Meet Mickey Mouse,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Peter Pan's Flight,0,False
2026-08-02,08:17,Disneyland Park,Fantasyland,Princess Pavilion,0,False
2026-08-02,08:17,Disneyland Park,Frontierland,Big Thunder Mountain,0,False
2026-08-02,08:17,Disneyland Park,Frontierland,Disneyland Railroad Frontierland Depot,0,False
2026-08-02,08:17,Disneyland Park,Frontierland,Frontierland Playground,0,False
2026-08-02,08:17,Disneyland Park,Frontierland,Phantom Manor,0,False
2026-08-02,08:17,Disneyland Park,Frontierland,River Rogue Keelboats,0,False
2026-08-02,08:17,Disneyland Park,Frontierland,Rustler Roundup Shootin' Gallery,0,False
2026-08-02,08:17,Disneyland Park,Frontierland,Thunder Mesa Riverboat Landing,0,False
2026-08-02,08:17,Disneyland Park,Main Street U.S.A,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:17,Disneyland Park,Main Street U.S.A,Main Street Vehicles,0,False
2026-08-02,08:17,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force,0,False
2026-08-02,08:17,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force Single Rider,0,False
2026-08-02,08:17,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure,0,False
2026-08-02,08:17,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure Single Rider,0,False
2026-08-02,08:17,Disney Adventure World,Production Courtyard,The Twilight Zone Tower of Terror,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Cars Quatre Roues Rallye,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Cars ROAD TRIP,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Crush's Coaster,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Crush's Coaster Single Rider,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Les Tapis Volants - Flying Carpets Over Agrabah®,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Ratatouille : L’Aventure Totalement Toquée de Rémy​,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Ratatouille: The Adventure Single Rider,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,RC Racer,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,RC Racer Single Rider,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Slinky® Dog Zigzag Spin,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop,0,False
2026-08-02,08:17,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop Single Rider,0,False
2026-08-02,08:17,Disney Adventure World,World of Frozen,Entry to World of Frozen,0,False
2026-08-02,08:17,Disney Adventure World,World of Frozen,Frozen Ever After,0,False
2026-08-02,08:17,Disney Adventure World,World of Frozen,Raiponce Tangled Spin,0,False
2026-08-02,08:22,Disneyland Park,Adventureland,Adventure Isle,0,False
2026-08-02,08:22,Disneyland Park,Adventureland,Indiana Jones and the Temple of Peril Single Rider,0,False
2026-08-02,08:22,Disneyland Park,Adventureland,Indiana Jones™ and the Temple of Peril,0,False
2026-08-02,08:22,Disneyland Park,Adventureland,La Cabane des Robinson,0,False
2026-08-02,08:22,Disneyland Park,Adventureland,Le Passage Enchanté d'Aladdin,0,False
2026-08-02,08:22,Disneyland Park,Adventureland,Pirate Galleon,0,False
2026-08-02,08:22,Disneyland Park,Adventureland,Pirates of the Caribbean,0,False
2026-08-02,08:22,Disneyland Park,Adventureland,Pirates' Beach,0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,"Autopia, presented by Avis",0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,Buzz Lightyear Laser Blast,0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,Disneyland Railroad Discoveryland Station,0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,Les Mystères du Nautilus,0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,Mickey’s PhilharMagic,0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,Orbitron®,0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,Star Tours: The Adventures Continue*,0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain,0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain Single Rider,0,False
2026-08-02,08:22,Disneyland Park,Discoveryland,Welcome to Starport: A Star Wars Encounter,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,"""it's a small world""",0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Alice's Curious Labyrinth,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Blanche-Neige et les Sept Nains®,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Casey Jr. – le Petit Train du Cirque,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Disneyland Railroad Fantasyland Station,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Dumbo the Flying Elephant,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,La Tanière du Dragon,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Le Carrousel de Lancelot,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,"Le Pays des Contes de Fées, presented by Vittel",0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Les Voyages de Pinocchio,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Mad Hatter's Tea Cups,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Meet Mickey Mouse,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Peter Pan's Flight,0,False
2026-08-02,08:22,Disneyland Park,Fantasyland,Princess Pavilion,0,False
2026-08-02,08:22,Disneyland Park,Frontierland,Big Thunder Mountain,0,False
2026-08-02,08:22,Disneyland Park,Frontierland,Disneyland Railroad Frontierland Depot,0,False
2026-08-02,08:22,Disneyland Park,Frontierland,Frontierland Playground,0,False
2026-08-02,08:22,Disneyland Park,Frontierland,Phantom Manor,0,False
2026-08-02,08:22,Disneyland Park,Frontierland,River Rogue Keelboats,0,False
2026-08-02,08:22,Disneyland Park,Frontierland,Rustler Roundup Shootin' Gallery,0,False
2026-08-02,08:22,Disneyland Park,Frontierland,Thunder Mesa Riverboat Landing,0,False
2026-08-02,08:22,Disneyland Park,Main Street U.S.A,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:22,Disneyland Park,Main Street U.S.A,Main Street Vehicles,0,False
2026-08-02,08:22,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force,0,False
2026-08-02,08:22,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force Single Rider,0,False
2026-08-02,08:22,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure,0,False
2026-08-02,08:22,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure Single Rider,0,False
2026-08-02,08:22,Disney Adventure World,Production Courtyard,The Twilight Zone Tower of Terror,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Cars Quatre Roues Rallye,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Cars ROAD TRIP,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Crush's Coaster,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Crush's Coaster Single Rider,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Les Tapis Volants - Flying Carpets Over Agrabah®,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Ratatouille : L’Aventure Totalement Toquée de Rémy​,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Ratatouille: The Adventure Single Rider,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,RC Racer,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,RC Racer Single Rider,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Slinky® Dog Zigzag Spin,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop,0,False
2026-08-02,08:22,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop Single Rider,0,False
2026-08-02,08:22,Disney Adventure World,World of Frozen,Entry to World of Frozen,0,False
2026-08-02,08:22,Disney Adventure World,World of Frozen,Frozen Ever After,0,False
2026-08-02,08:22,Disney Adventure World,World of Frozen,Raiponce Tangled Spin,0,False
2026-08-02,08:27,Disneyland Park,Adventureland,Adventure Isle,0,False
2026-08-02,08:27,Disneyland Park,Adventureland,Indiana Jones and the Temple of Peril Single Rider,0,False
2026-08-02,08:27,Disneyland Park,Adventureland,Indiana Jones™ and the Temple of Peril,0,False
2026-08-02,08:27,Disneyland Park,Adventureland,La Cabane des Robinson,0,False
2026-08-02,08:27,Disneyland Park,Adventureland,Le Passage Enchanté d'Aladdin,0,False
2026-08-02,08:27,Disneyland Park,Adventureland,Pirate Galleon,0,False
2026-08-02,08:27,Disneyland Park,Adventureland,Pirates of the Caribbean,0,False
2026-08-02,08:27,Disneyland Park,Adventureland,Pirates' Beach,0,False
2026-08-02,08:27,Disneyland Park,Discoveryland,"Autopia, presented by Avis",0,False
2026-08-02,08:27,Disneyland Park,Discoveryland,Buzz Lightyear Laser Blast,0,False
2026-08-02,08:27,Disneyland Park,Discoveryland,Disneyland Railroad Discoveryland Station,0,False
2026-08-02,08:27,Disneyland Park,Discoveryland,Les Mystères du Nautilus,0,False
2026-08-02,08:27,Disneyland Park,Discoveryland,Mickey’s PhilharMagic,0,False
2026-08-02,08:27,Disneyland Park,Discoveryland,Orbitron®,0,False
2026-08-02,08:27,Disneyland Park,Discoveryland,Star Tours: The Adventures Continue*,0,False
2026-08-02,08:27,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain,5,True
2026-08-02,08:27,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain Single Rider,0,True
2026-08-02,08:27,Disneyland Park,Discoveryland,Welcome to Starport: A Star Wars Encounter,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,"""it's a small world""",0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Alice's Curious Labyrinth,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Blanche-Neige et les Sept Nains®,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Casey Jr. – le Petit Train du Cirque,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Disneyland Railroad Fantasyland Station,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Dumbo the Flying Elephant,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,La Tanière du Dragon,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Le Carrousel de Lancelot,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,"Le Pays des Contes de Fées, presented by Vittel",0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Les Voyages de Pinocchio,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Mad Hatter's Tea Cups,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Meet Mickey Mouse,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Peter Pan's Flight,0,False
2026-08-02,08:27,Disneyland Park,Fantasyland,Princess Pavilion,0,False
2026-08-02,08:27,Disneyland Park,Frontierland,Big Thunder Mountain,0,True
2026-08-02,08:27,Disneyland Park,Frontierland,Disneyland Railroad Frontierland Depot,0,False
2026-08-02,08:27,Disneyland Park,Frontierland,Frontierland Playground,0,False
2026-08-02,08:27,Disneyland Park,Frontierland,Phantom Manor,0,False
2026-08-02,08:27,Disneyland Park,Frontierland,River Rogue Keelboats,0,False
2026-08-02,08:27,Disneyland Park,Frontierland,Rustler Roundup Shootin' Gallery,0,False
2026-08-02,08:27,Disneyland Park,Frontierland,Thunder Mesa Riverboat Landing,0,False
2026-08-02,08:27,Disneyland Park,Main Street U.S.A,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:27,Disneyland Park,Main Street U.S.A,Main Street Vehicles,0,False
2026-08-02,08:27,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force,0,True
2026-08-02,08:27,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force Single Rider,0,True
2026-08-02,08:27,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure,5,True
2026-08-02,08:27,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure Single Rider,5,True
2026-08-02,08:27,Disney Adventure World,Production Courtyard,The Twilight Zone Tower of Terror,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Cars Quatre Roues Rallye,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Cars ROAD TRIP,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Crush's Coaster,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Crush's Coaster Single Rider,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Les Tapis Volants - Flying Carpets Over Agrabah®,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Ratatouille : L’Aventure Totalement Toquée de Rémy​,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Ratatouille: The Adventure Single Rider,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,RC Racer,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,RC Racer Single Rider,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Slinky® Dog Zigzag Spin,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop,0,False
2026-08-02,08:27,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop Single Rider,0,False
2026-08-02,08:27,Disney Adventure World,World of Frozen,Entry to World of Frozen,0,False
2026-08-02,08:27,Disney Adventure World,World of Frozen,Frozen Ever After,0,False
2026-08-02,08:27,Disney Adventure World,World of Frozen,Raiponce Tangled Spin,0,False
2026-08-02,08:33,Disneyland Park,Adventureland,Adventure Isle,0,False
2026-08-02,08:33,Disneyland Park,Adventureland,Indiana Jones and the Temple of Peril Single Rider,0,False
2026-08-02,08:33,Disneyland Park,Adventureland,Indiana Jones™ and the Temple of Peril,0,False
2026-08-02,08:33,Disneyland Park,Adventureland,La Cabane des Robinson,0,False
2026-08-02,08:33,Disneyland Park,Adventureland,Le Passage Enchanté d'Aladdin,0,False
2026-08-02,08:33,Disneyland Park,Adventureland,Pirate Galleon,0,False
2026-08-02,08:33,Disneyland Park,Adventureland,Pirates of the Caribbean,0,False
2026-08-02,08:33,Disneyland Park,Adventureland,Pirates' Beach,0,False
2026-08-02,08:33,Disneyland Park,Discoveryland,"Autopia, presented by Avis",0,False
2026-08-02,08:33,Disneyland Park,Discoveryland,Buzz Lightyear Laser Blast,0,False
2026-08-02,08:33,Disneyland Park,Discoveryland,Disneyland Railroad Discoveryland Station,0,False
2026-08-02,08:33,Disneyland Park,Discoveryland,Les Mystères du Nautilus,0,False
2026-08-02,08:33,Disneyland Park,Discoveryland,Mickey’s PhilharMagic,0,False
2026-08-02,08:33,Disneyland Park,Discoveryland,Orbitron®,0,False
2026-08-02,08:33,Disneyland Park,Discoveryland,Star Tours: The Adventures Continue*,0,False
2026-08-02,08:33,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain,5,True
2026-08-02,08:33,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain Single Rider,0,True
2026-08-02,08:33,Disneyland Park,Discoveryland,Welcome to Starport: A Star Wars Encounter,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,"""it's a small world""",0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Alice's Curious Labyrinth,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Blanche-Neige et les Sept Nains®,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Casey Jr. – le Petit Train du Cirque,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Disneyland Railroad Fantasyland Station,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Dumbo the Flying Elephant,5,True
2026-08-02,08:33,Disneyland Park,Fantasyland,La Tanière du Dragon,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Le Carrousel de Lancelot,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,"Le Pays des Contes de Fées, presented by Vittel",0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Les Voyages de Pinocchio,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Mad Hatter's Tea Cups,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Meet Mickey Mouse,0,False
2026-08-02,08:33,Disneyland Park,Fantasyland,Peter Pan's Flight,5,True
2026-08-02,08:33,Disneyland Park,Fantasyland,Princess Pavilion,0,False
2026-08-02,08:33,Disneyland Park,Frontierland,Big Thunder Mountain,5,True
2026-08-02,08:33,Disneyland Park,Frontierland,Disneyland Railroad Frontierland Depot,0,False
2026-08-02,08:33,Disneyland Park,Frontierland,Frontierland Playground,0,False
2026-08-02,08:33,Disneyland Park,Frontierland,Phantom Manor,0,False
2026-08-02,08:33,Disneyland Park,Frontierland,River Rogue Keelboats,0,False
2026-08-02,08:33,Disneyland Park,Frontierland,Rustler Roundup Shootin' Gallery,0,False
2026-08-02,08:33,Disneyland Park,Frontierland,Thunder Mesa Riverboat Landing,0,False
2026-08-02,08:33,Disneyland Park,Main Street U.S.A,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:33,Disneyland Park,Main Street U.S.A,Main Street Vehicles,0,False
2026-08-02,08:33,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force,5,True
2026-08-02,08:33,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force Single Rider,5,True
2026-08-02,08:33,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure,5,True
2026-08-02,08:33,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure Single Rider,5,True
2026-08-02,08:33,Disney Adventure World,Production Courtyard,The Twilight Zone Tower of Terror,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,Cars Quatre Roues Rallye,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,Cars ROAD TRIP,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,Crush's Coaster,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,Crush's Coaster Single Rider,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,Les Tapis Volants - Flying Carpets Over Agrabah®,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,Ratatouille : L’Aventure Totalement Toquée de Rémy​,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,Ratatouille: The Adventure Single Rider,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,RC Racer,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,RC Racer Single Rider,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,Slinky® Dog Zigzag Spin,5,True
2026-08-02,08:33,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop,0,False
2026-08-02,08:33,Disney Adventure World,Toon Studio,Toy Soldiers Parachute Drop Single Rider,0,False
2026-08-02,08:33,Disney Adventure World,World of Frozen,Entry to World of Frozen,0,False
2026-08-02,08:33,Disney Adventure World,World of Frozen,Frozen Ever After,0,False
2026-08-02,08:33,Disney Adventure World,World of Frozen,Raiponce Tangled Spin,5,True
2026-08-02,08:38,Disneyland Park,Adventureland,Adventure Isle,0,False
2026-08-02,08:38,Disneyland Park,Adventureland,Indiana Jones and the Temple of Peril Single Rider,0,False
2026-08-02,08:38,Disneyland Park,Adventureland,Indiana Jones™ and the Temple of Peril,0,False
2026-08-02,08:38,Disneyland Park,Adventureland,La Cabane des Robinson,0,False
2026-08-02,08:38,Disneyland Park,Adventureland,Le Passage Enchanté d'Aladdin,0,False
2026-08-02,08:38,Disneyland Park,Adventureland,Pirate Galleon,0,False
2026-08-02,08:38,Disneyland Park,Adventureland,Pirates of the Caribbean,0,False
2026-08-02,08:38,Disneyland Park,Adventureland,Pirates' Beach,0,False
2026-08-02,08:38,Disneyland Park,Discoveryland,"Autopia, presented by Avis",0,False
2026-08-02,08:38,Disneyland Park,Discoveryland,Buzz Lightyear Laser Blast,5,True
2026-08-02,08:38,Disneyland Park,Discoveryland,Disneyland Railroad Discoveryland Station,0,False
2026-08-02,08:38,Disneyland Park,Discoveryland,Les Mystères du Nautilus,0,False
2026-08-02,08:38,Disneyland Park,Discoveryland,Mickey’s PhilharMagic,0,False
2026-08-02,08:38,Disneyland Park,Discoveryland,Orbitron®,0,False
2026-08-02,08:38,Disneyland Park,Discoveryland,Star Tours: The Adventures Continue*,0,False
2026-08-02,08:38,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain,5,True
2026-08-02,08:38,Disneyland Park,Discoveryland,Star Wars Hyperspace Mountain Single Rider,0,True
2026-08-02,08:38,Disneyland Park,Discoveryland,Welcome to Starport: A Star Wars Encounter,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,"""it's a small world""",0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Alice's Curious Labyrinth,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Blanche-Neige et les Sept Nains®,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Casey Jr. – le Petit Train du Cirque,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Disneyland Railroad Fantasyland Station,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Dumbo the Flying Elephant,5,True
2026-08-02,08:38,Disneyland Park,Fantasyland,La Tanière du Dragon,0,True
2026-08-02,08:38,Disneyland Park,Fantasyland,Le Carrousel de Lancelot,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,"Le Pays des Contes de Fées, presented by Vittel",0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Les Voyages de Pinocchio,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Mad Hatter's Tea Cups,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Meet Mickey Mouse,0,False
2026-08-02,08:38,Disneyland Park,Fantasyland,Peter Pan's Flight,20,True
2026-08-02,08:38,Disneyland Park,Fantasyland,Princess Pavilion,0,False
2026-08-02,08:38,Disneyland Park,Frontierland,Big Thunder Mountain,5,True
2026-08-02,08:38,Disneyland Park,Frontierland,Disneyland Railroad Frontierland Depot,0,False
2026-08-02,08:38,Disneyland Park,Frontierland,Frontierland Playground,0,False
2026-08-02,08:38,Disneyland Park,Frontierland,Phantom Manor,0,False
2026-08-02,08:38,Disneyland Park,Frontierland,River Rogue Keelboats,0,False
2026-08-02,08:38,Disneyland Park,Frontierland,Rustler Roundup Shootin' Gallery,0,True
2026-08-02,08:38,Disneyland Park,Frontierland,Thunder Mesa Riverboat Landing,0,False
2026-08-02,08:38,Disneyland Park,Main Street U.S.A,Disneyland Railroad Main Street Station,0,False
2026-08-02,08:38,Disneyland Park,Main Street U.S.A,Main Street Vehicles,5,True
2026-08-02,08:38,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force,5,True
2026-08-02,08:38,Disney Adventure World,Marvel Avengers Campus,Avengers Assemble: Flight Force Single Rider,5,True
2026-08-02,08:38,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure,5,True
2026-08-02,08:38,Disney Adventure World,Marvel Avengers Campus,Spider-Man W.E.B. Adventure Single Rider,5,True
2026-08-02,08:38,Disney Adventure World,Production Courtyard,The Twilight Zone Tower of Terror,5,True
2026-08-02,08:38,Disney Adventure World,Toon Studio,Cars Quatre Roues Rallye,0,False
2026-08-02,08:38,Disney Adventure World,Toon Studio,Cars ROAD TRIP,0,False
